Date,Consumption [W],Solar [W],Always on [W],Import [W],Export [W]
2020-07-06 20:40:00,334.8,226.8,102,108,0
2020-07-06 20:35:00,417.6,410.4,102,7.2,0
2020-07-06 20:30:00,326.4,712.8,102,0,387.6
2020-07-06 20:25:00,332.4,960,102,0,627.6
2020-07-06 20:20:00,307.2,669.6,102,0,362.4
2020-07-06 20:15:00,232.8,"1,274.4",102,0,"1,040.4"
2020-07-06 20:10:00,270,"2,467.2",102,0,"2,198.4"
2020-07-06 20:05:00,"2,049.6","2,970",102,0,920.4
2020-07-06 20:00:00,"1,507.2","1,886.4",102,0,379.2
2020-07-06 19:55:00,301.2,"1,372.8",102,0,"1,071.6"
2020-07-06 19:50:00,600,"1,401.6",102,0,802.8
2020-07-06 19:45:00,952.8,"1,617.6",102,0,666
2020-07-06 19:40:00,160.8,"1,539.6",102,0,"1,378.8"
2020-07-06 19:35:00,170.4,"1,488",102,0,"1,317.6"
2020-07-06 19:30:00,187.2,"1,678.8",102,0,"1,491.6"
2020-07-06 19:25:00,237.6,"1,360.8",102,0,"1,123.2"
2020-07-06 19:20:00,262.8,908.4,102,0,645.6
2020-07-06 19:15:00,258,938.4,102,0,681.6
2020-07-06 19:10:00,788.4,751.2,102,37.2,0
2020-07-06 19:05:00,"1,021.2",628.8,102,392.4,0
2020-07-06 19:00:00,285.6,553.2,102,0,268.8
2020-07-06 18:55:00,296.4,673.2,102,0,376.8
2020-07-06 18:50:00,255.6,922.8,102,0,667.2
2020-07-06 18:45:00,200.4,"2,019.6",102,0,"1,818"
2020-07-06 18:40:00,219.6,877.2,102,0,657.6
2020-07-06 18:35:00,235.2,846,102,0,612
2020-07-06 18:30:00,586.8,783.6,102,0,196.8
2020-07-06 18:25:00,"1,053.6",690,102,363.6,0
2020-07-06 18:20:00,320.4,686.4,102,0,366
2020-07-06 18:15:00,302.4,595.2,102,0,292.8
2020-07-06 18:10:00,250.8,650.4,102,0,399.6
2020-07-06 18:05:00,228,738,102,0,510
2020-07-06 18:00:00,151.2,"2,259.6",102,0,"2,109.6"
2020-07-06 17:55:00,117.6,"6,301.2",102,0,"6,183.6"
2020-07-06 17:50:00,603.6,"6,259.2",102,0,"5,655.6"
2020-07-06 17:45:00,795.6,"6,004.8",102,0,"5,209.2"
2020-07-06 17:40:00,133.2,"7,728",102,0,"7,594.8"
2020-07-06 17:35:00,106.8,"8,010",102,0,"7,903.2"
2020-07-06 17:30:00,106.8,"8,073.6",102,0,"7,966.8"
2020-07-06 17:25:00,652.8,"6,951.6",102,0,"6,297.6"
2020-07-06 17:20:00,"1,290","7,155.6",102,0,"5,865.6"
2020-07-06 17:15:00,470.4,"4,839.6",102,0,"4,369.2"
2020-07-06 17:10:00,598.8,"5,614.8",102,0,"5,016"
2020-07-06 17:05:00,883.2,"2,836.8",102,0,"1,953.6"
2020-07-06 17:00:00,112.8,"3,444",102,0,"3,330"
2020-07-06 16:55:00,106.8,"3,498",102,0,"3,391.2"
2020-07-06 16:50:00,130.8,"3,560.4",102,0,"3,430.8"
2020-07-06 16:45:00,144,"3,414",102,0,"3,270"
2020-07-06 16:40:00,134.4,"3,222",102,0,"3,086.4"
2020-07-06 16:35:00,136.8,"2,751.6",102,0,"2,614.8"
2020-07-06 16:30:00,654,"4,358.4",102,0,"3,704.4"
2020-07-06 16:25:00,813.6,"3,744",102,0,"2,930.4"
2020-07-06 16:20:00,130.8,"3,085.2",102,0,"2,953.2"
2020-07-06 16:15:00,219.6,"1,708.8",102,0,"1,489.2"
2020-07-06 16:10:00,223.2,"1,684.8",102,0,"1,461.6"
