Date,Consumption [W],Solar [W],Always on [W],Import [W],Export [W]
2020-09-06 11:25:00,"3,898.8",727.2,132,"3,171.6",0
2020-09-06 11:20:00,"2,889.6",350.4,132,"2,539.2",0
2020-09-06 11:15:00,"1,446",465.6,132,979.2,0
2020-09-06 11:10:00,964.8,992.4,132,0,27.6
2020-09-06 11:05:00,838.8,661.2,132,178.8,0
2020-09-06 11:00:00,"1,177.2",344.4,132,832.8,0
2020-09-06 10:55:00,"1,012.8",225.6,132,787.2,0
2020-09-06 10:50:00,"1,946.4",301.2,132,"1,645.2",0
2020-09-06 10:45:00,"2,710.8",422.4,132,"2,289.6",0
2020-09-06 10:40:00,"2,941.2",400.8,132,"2,540.4",0
2020-09-06 10:35:00,"2,508",387.6,132,"2,120.4",0
2020-09-06 10:30:00,"3,740.4",312,132,"3,428.4",0
2020-09-06 10:25:00,"2,475.6","3,080.4",132,0,604.8
2020-09-06 10:20:00,"4,479.6","4,812",132,0,332.4
2020-09-06 10:15:00,"5,956.8","2,283.6",132,"3,673.2",0
2020-09-06 10:10:00,"5,865.6","1,569.6",132,"4,296",0
2020-09-06 10:05:00,"5,180.4","1,112.4",132,"4,068",0
2020-09-06 10:00:00,"5,467.2",686.4,132,"4,780.8",0
2020-09-06 09:55:00,"4,465.2",898.8,132,"3,566.4",0
2020-09-06 09:50:00,"4,405.2",715.2,132,"3,691.2",0
2020-09-06 09:45:00,"4,092",374.4,132,"3,717.6",0
2020-09-06 09:40:00,"5,906.4",396,132,"5,510.4",0
2020-09-06 09:35:00,"6,078",420,132,"5,658",0
2020-09-06 09:30:00,"4,702.8",208.8,132,"4,494",0
2020-09-06 09:25:00,"3,616.8",273.6,132,"3,342",0
2020-09-06 09:20:00,"3,289.2",294,132,"2,995.2",0
2020-09-06 09:15:00,"1,242",242.4,132,998.4,0
2020-09-06 09:10:00,828,162,132,666,0
2020-09-06 09:05:00,738,108,132,630,0
2020-09-06 09:00:00,882,0,132,876,0
2020-09-06 08:55:00,"1,922.4",0,132,"1,917.6",0
2020-09-06 08:50:00,"2,352",202.8,132,"2,148",0
2020-09-06 08:45:00,"2,245.2","1,150.8",132,"1,093.2",0
2020-09-06 08:40:00,"2,035.2",967.2,132,"1,068",0
2020-09-06 08:35:00,"1,750.8",390,132,"1,360.8",0
2020-09-06 08:30:00,"2,088",237.6,132,"1,851.6",0
2020-09-06 08:25:00,"1,131.6",519.6,132,612,0
2020-09-06 08:20:00,"2,314.8",273.6,132,"2,041.2",0
2020-09-06 08:15:00,"4,084.8",166.8,132,"3,918",0
2020-09-06 08:10:00,"2,271.6",262.8,132,"2,008.8",0
2020-09-06 08:05:00,"1,483.2",248.4,132,"1,234.8",0
2020-09-06 08:00:00,"2,028",574.8,132,"1,454.4",0
2020-09-06 07:55:00,"1,214.4",270,132,944.4,0
2020-09-06 07:50:00,"1,602",97.2,132,"1,504.8",0
2020-09-06 07:45:00,"2,882.4",57.6,132,"2,822.4",0
2020-09-06 07:40:00,"4,195.2",20.4,132,"4,171.2",0
2020-09-06 07:35:00,"2,962.8",0,132,"2,948.4",0
2020-09-06 07:30:00,"1,998",0,132,"1,993.2",0
2020-09-06 07:25:00,"2,001.6",0,132,"1,998",0
2020-09-06 07:20:00,"2,937.6",0,132,"2,934",0
2020-09-06 07:15:00,"2,961.6",0,132,"2,958",0
2020-09-06 07:10:00,532.8,0,132,528,0
2020-09-06 07:05:00,"1,970.4",0,132,"1,966.8",0
2020-09-06 07:00:00,"2,052",0,132,"2,047.2",0
2020-09-06 06:55:00,"2,040",0,132,"2,036.4",0
2020-09-06 06:50:00,"2,024.4",0,132,"2,020.8",0
2020-09-06 06:45:00,"2,042.4",0,132,"2,038.8",0
2020-09-06 06:40:00,"2,076",0,132,"2,071.2",0
2020-09-06 06:35:00,"2,062.8",0,132,"2,059.2",0
2020-09-06 06:30:00,"2,072.4",0,132,"2,068.8",0
2020-09-06 06:25:00,"2,013.6",0,132,"2,010",0
2020-09-06 06:20:00,"1,994.4",0,132,"1,990.8",0
2020-09-06 06:15:00,"2,000.4",0,132,"1,996.8",0
2020-09-06 06:10:00,"1,435.2",0,132,"1,431.6",0
2020-09-06 06:05:00,"1,472.4",0,132,"1,467.6",0
2020-09-06 06:00:00,"1,452",0,132,"1,448.4",0
2020-09-06 05:55:00,518.4,0,132,513.6,0
2020-09-06 05:50:00,468,0,132,463.2,0
2020-09-06 05:45:00,483.6,0,132,478.8,0
2020-09-06 05:40:00,493.2,0,132,489.6,0
2020-09-06 05:35:00,530.4,0,132,525.6,0
2020-09-06 05:30:00,496.8,0,132,493.2,0
2020-09-06 05:25:00,471.6,0,132,466.8,0
2020-09-06 05:20:00,487.2,0,132,483.6,0
2020-09-06 05:15:00,472.8,0,132,469.2,0
2020-09-06 05:10:00,489.6,0,132,486,0
2020-09-06 05:05:00,484.8,0,132,480,0
2020-09-06 05:00:00,"1,113.6",0,132,"1,108.8",0
2020-09-06 04:55:00,"2,319.6",0,132,"2,314.8",0
2020-09-06 04:50:00,528,0,132,523.2,0
2020-09-06 04:45:00,540,0,132,536.4,0
2020-09-06 04:40:00,488.4,0,132,484.8,0
2020-09-06 04:35:00,478.8,0,132,474,0
2020-09-06 04:30:00,454.8,0,132,451.2,0
2020-09-06 04:25:00,519.6,0,132,514.8,0
2020-09-06 04:20:00,518.4,0,132,513.6,0
2020-09-06 04:15:00,511.2,0,132,506.4,0
2020-09-06 04:10:00,504,0,132,500.4,0
2020-09-06 04:05:00,441.6,0,132,436.8,0
2020-09-06 04:00:00,457.2,0,132,452.4,0
2020-09-06 03:55:00,480,0,132,475.2,0
2020-09-06 03:50:00,537.6,0,132,532.8,0
2020-09-06 03:45:00,544.8,0,132,541.2,0
2020-09-06 03:40:00,530.4,0,132,526.8,0
2020-09-06 03:35:00,495.6,0,132,492,0
2020-09-06 03:30:00,471.6,0,132,468,0
2020-09-06 03:25:00,486,0,132,482.4,0
2020-09-06 03:20:00,495.6,0,132,492,0
2020-09-06 03:15:00,532.8,0,132,529.2,0
2020-09-06 03:10:00,522,0,132,518.4,0
2020-09-06 03:05:00,516,0,132,512.4,0
2020-09-06 03:00:00,511.2,0,132,506.4,0
2020-09-06 02:55:00,451.2,0,132,447.6,0
2020-09-06 02:50:00,453.6,0,132,450,0
2020-09-06 02:45:00,462,0,132,458.4,0
2020-09-06 02:40:00,508.8,0,132,504,0
2020-09-06 02:35:00,913.2,0,132,909.6,0
2020-09-06 02:30:00,"2,436",0,132,"2,432.4",0
2020-09-06 02:25:00,570,0,132,566.4,0
2020-09-06 02:20:00,514.8,0,132,511.2,0
2020-09-06 02:15:00,518.4,0,132,513.6,0
2020-09-06 02:10:00,500.4,0,132,496.8,0
2020-09-06 02:05:00,519.6,0,132,514.8,0
2020-09-06 02:00:00,558,0,132,554.4,0
2020-09-06 01:55:00,572.4,0,132,568.8,0
2020-09-06 01:50:00,576,0,132,571.2,0
2020-09-06 01:45:00,512.4,0,132,508.8,0
2020-09-06 01:40:00,495.6,0,132,492,0
2020-09-06 01:35:00,490.8,0,132,486,0
2020-09-06 01:30:00,550.8,0,132,547.2,0
2020-09-06 01:25:00,573.6,0,132,568.8,0
2020-09-06 01:20:00,553.2,0,132,549.6,0
2020-09-06 01:15:00,552,0,132,548.4,0
2020-09-06 01:10:00,570,0,132,565.2,0
2020-09-06 01:05:00,577.2,0,132,572.4,0
2020-09-06 01:00:00,594,0,132,590.4,0
2020-09-06 00:55:00,648,0,132,644.4,0
2020-09-06 00:50:00,656.4,0,132,652.8,0
2020-09-06 00:45:00,640.8,0,132,637.2,0
2020-09-06 00:40:00,608.4,0,132,604.8,0
2020-09-06 00:35:00,444,0,132,440.4,0
2020-09-06 00:30:00,474,0,132,469.2,0
2020-09-06 00:25:00,492,0,132,488.4,0
2020-09-06 00:20:00,564,0,132,559.2,0
2020-09-06 00:15:00,"2,416.8",0,132,"2,412",0
2020-09-06 00:10:00,"1,030.8",0,132,"1,027.2",0
2020-09-06 00:05:00,531.6,0,132,528,0
2020-09-06 00:00:00,531.6,0,132,526.8,0
2020-09-05 23:55:00,595.2,0,132,591.6,0
2020-09-05 23:50:00,608.4,0,132,604.8,0
2020-09-05 23:45:00,624,0,132,620.4,0
2020-09-05 23:40:00,678,0,132,674.4,0
2020-09-05 23:35:00,756,0,132,752.4,0
2020-09-05 23:30:00,741.6,0,132,736.8,0
2020-09-05 23:25:00,700.8,0,132,697.2,0
2020-09-05 23:20:00,"1,726.8",0,132,"1,722",0
2020-09-05 23:15:00,"2,809.2",0,132,"2,805.6",0
2020-09-05 23:10:00,"2,848.8",0,132,"2,844",0
2020-09-05 23:05:00,"2,227.2",0,132,"2,222.4",0
2020-09-05 23:00:00,883.2,0,132,878.4,0
2020-09-05 22:55:00,877.2,0,132,872.4,0
2020-09-05 22:50:00,795.6,0,132,790.8,0
2020-09-05 22:45:00,"1,448.4",0,132,"1,444.8",0
2020-09-05 22:40:00,"2,636.4",0,132,"2,632.8",0
2020-09-05 22:35:00,"1,113.6",0,132,"1,110",0
2020-09-05 22:30:00,888,0,132,884.4,0
2020-09-05 22:25:00,888,0,132,884.4,0
2020-09-05 22:20:00,777.6,0,132,772.8,0
2020-09-05 22:15:00,"1,306.8",0,132,"1,303.2",0
2020-09-05 22:10:00,"2,476.8",0,132,"2,473.2",0
2020-09-05 22:05:00,"1,004.4",0,132,"1,000.8",0
2020-09-05 22:00:00,"2,608.8",0,132,"2,605.2",0
2020-09-05 21:55:00,"2,829.6",0,132,"2,826",0
2020-09-05 21:50:00,"2,202",0,132,"2,197.2",0
2020-09-05 21:45:00,930,0,132,926.4,0
2020-09-05 21:40:00,"1,674",0,132,"1,670.4",0
2020-09-05 21:35:00,"1,772.4",0,132,"1,768.8",0
2020-09-05 21:30:00,"1,767.6",0,132,"1,764",0
2020-09-05 21:25:00,"2,629.2",0,132,"2,624.4",0
2020-09-05 21:20:00,"3,134.4",0,132,"3,130.8",0
2020-09-05 21:15:00,"2,368.8",0,132,"2,364",0
2020-09-05 21:10:00,"1,759.2",0,132,"1,755.6",0
2020-09-05 21:05:00,"1,722",0,132,"1,718.4",0
2020-09-05 21:00:00,"1,752",0,132,"1,747.2",0
2020-09-05 20:55:00,"1,754.4",0,132,"1,750.8",0
2020-09-05 20:50:00,"2,011.2",0,132,"2,006.4",0
2020-09-05 20:45:00,"2,775.6",0,132,"2,772",0
2020-09-05 20:40:00,"2,754",0,132,"2,750.4",0
2020-09-05 20:35:00,"1,854",0,132,"1,850.4",0
2020-09-05 20:30:00,"1,884",0,132,"1,880.4",0
2020-09-05 20:25:00,"2,366.4",0,132,"2,362.8",0
2020-09-05 20:20:00,"4,357.2",0,132,"4,353.6",0
2020-09-05 20:15:00,"4,320",0,132,"4,315.2",0
2020-09-05 20:10:00,"3,924",0,132,"3,920.4",0
2020-09-05 20:05:00,"4,393.2",0,132,"4,389.6",0
2020-09-05 20:00:00,"5,437.2",0,132,"5,432.4",0
2020-09-05 19:55:00,"4,498.8",0,132,"4,495.2",0
2020-09-05 19:50:00,"3,595.2",0,132,"3,590.4",0
2020-09-05 19:45:00,"3,296.4",0,132,"3,291.6",0
2020-09-05 19:40:00,"3,325.2",0,132,"3,315.6",0
2020-09-05 19:35:00,"3,333.6",0,132,"3,326.4",0
2020-09-05 19:30:00,"4,311.6",76.8,132,"4,233.6",0
2020-09-05 19:25:00,"4,760.4",92.4,132,"4,668",0
2020-09-05 19:20:00,"5,154",38.4,132,"5,114.4",0
2020-09-05 19:15:00,"4,306.8",118.8,132,"4,188",0
2020-09-05 19:10:00,"3,049.2",207.6,132,"2,841.6",0
2020-09-05 19:05:00,"2,883.6",105.6,132,"2,778",0
2020-09-05 19:00:00,"4,648.8",324,132,"4,324.8",0
2020-09-05 18:55:00,"3,460.8",351.6,132,"3,109.2",0
2020-09-05 18:50:00,"2,277.6",204,132,"2,073.6",0
2020-09-05 18:45:00,"2,763.6",57.6,132,"2,703.6",0
2020-09-05 18:40:00,"3,394.8",0,132,"3,391.2",0
2020-09-05 18:35:00,"2,522.4",117.6,132,"2,404.8",0
2020-09-05 18:30:00,"2,911.2",158.4,132,"2,752.8",0
2020-09-05 18:25:00,"2,606.4",246,132,"2,360.4",0
2020-09-05 18:20:00,"2,475.6",183.6,132,"2,293.2",0
2020-09-05 18:15:00,"2,690.4",217.2,132,"2,473.2",0
2020-09-05 18:10:00,"2,864.4",115.2,132,"2,749.2",0
2020-09-05 18:05:00,"2,853.6",34.8,132,"2,816.4",0
2020-09-05 18:00:00,"2,920.8",126,132,"2,794.8",0
2020-09-05 17:55:00,"2,330.4",220.8,132,"2,109.6",0
2020-09-05 17:50:00,"2,708.4",190.8,132,"2,517.6",0
2020-09-05 17:45:00,"3,100.8",4.8,132,"3,090",0
2020-09-05 17:40:00,"4,756.8",32.4,132,"4,723.2",0
2020-09-05 17:35:00,"6,392.4",156,132,"6,236.4",0
2020-09-05 17:30:00,"5,556",316.8,132,"5,239.2",0
2020-09-05 17:25:00,"3,375.6",322.8,132,"3,052.8",0
2020-09-05 17:20:00,"2,083.2",331.2,132,"1,752",0
2020-09-05 17:15:00,"1,060.8",680.4,132,380.4,0
2020-09-05 17:10:00,711.6,"1,060.8",132,0,349.2
2020-09-05 17:05:00,296.4,"1,396.8",132,0,"1,101.6"
2020-09-05 17:00:00,363.6,"1,273.2",132,0,910.8
2020-09-05 16:55:00,310.8,"1,736.4",132,0,"1,425.6"
2020-09-05 16:50:00,914.4,"2,004",132,0,"1,089.6"
2020-09-05 16:45:00,"1,327.2","1,266",132,61.2,0
2020-09-05 16:40:00,"1,930.8",877.2,132,"1,053.6",0
2020-09-05 16:35:00,"1,116",729.6,132,386.4,0
2020-09-05 16:30:00,"1,431.6","1,944",132,0,513.6
2020-09-05 16:25:00,718.8,"3,110.4",132,0,"2,392.8"
2020-09-05 16:20:00,852,"2,116.8",132,0,"1,263.6"
2020-09-05 16:15:00,852,"2,076",132,0,"1,224"
2020-09-05 16:10:00,"1,046.4","1,102.8",132,0,56.4
2020-09-05 16:05:00,"1,276.8","1,566",132,0,289.2
2020-09-05 16:00:00,"1,254","1,632",132,0,379.2
2020-09-05 15:55:00,238.8,"2,131.2",132,0,"1,892.4"
2020-09-05 15:50:00,621.6,"2,523.6",132,0,"1,902"
2020-09-05 15:45:00,242.4,"2,242.8",132,0,"2,000.4"
2020-09-05 15:40:00,292.8,"2,296.8",132,0,"2,005.2"
2020-09-05 15:35:00,338.4,"1,996.8",132,0,"1,657.2"
2020-09-05 15:30:00,912,"1,515.6",132,0,602.4
2020-09-05 15:25:00,"1,947.6","1,299.6",132,648,0
2020-09-05 15:20:00,"1,918.8","1,008",132,910.8,0
2020-09-05 15:15:00,961.2,"1,180.8",132,0,219.6
2020-09-05 15:10:00,640.8,"1,794",132,0,"1,153.2"
2020-09-05 15:05:00,261.6,"2,259.6",132,0,"1,998"
2020-09-05 15:00:00,289.2,"2,100",132,0,"1,812"
2020-09-05 14:55:00,260.4,"2,932.8",132,0,"2,672.4"
2020-09-05 14:50:00,734.4,"4,372.8",132,0,"3,639.6"
2020-09-05 14:45:00,760.8,"7,203.6",132,0,"6,442.8"
2020-09-05 14:40:00,891.6,"5,278.8",132,0,"4,387.2"
2020-09-05 14:35:00,163.2,"3,414",132,0,"3,250.8"
2020-09-05 14:30:00,453.6,"5,622",132,0,"5,168.4"
2020-09-05 14:25:00,174,"6,325.2",132,0,"6,150"
2020-09-05 14:20:00,172.8,"7,784.4",132,0,"7,611.6"
2020-09-05 14:15:00,544.8,"3,336",132,0,"2,791.2"
2020-09-05 14:10:00,994.8,793.2,132,201.6,0
2020-09-05 14:05:00,"1,509.6","1,162.8",132,348,0
2020-09-05 14:00:00,"1,335.6","1,516.8",132,0,182.4
2020-09-05 13:55:00,375.6,"2,284.8",132,0,"1,909.2"
2020-09-05 13:50:00,543.6,"2,349.6",132,0,"1,807.2"
2020-09-05 13:45:00,"1,214.4","1,785.6",132,0,572.4
2020-09-05 13:40:00,"3,930","3,267.6",132,661.2,0
2020-09-05 13:35:00,"3,454.8","6,326.4",132,0,"2,871.6"
2020-09-05 13:30:00,"4,278","3,847.2",132,430.8,0
2020-09-05 13:25:00,"4,953.6","2,679.6",132,"2,275.2",0
2020-09-05 13:20:00,"4,264.8","7,592.4",132,0,"3,327.6"
2020-09-05 13:15:00,"3,759.6","4,526.4",132,0,766.8
2020-09-05 13:10:00,"2,722.8","3,180",132,0,457.2
2020-09-05 13:05:00,"1,885.2","4,821.6",132,0,"2,935.2"
2020-09-05 13:00:00,"1,598.4","6,039.6",132,0,"4,441.2"
2020-09-05 12:55:00,"1,381.2","5,527.2",132,0,"4,146"
2020-09-05 12:50:00,778.8,"1,978.8",132,0,"1,201.2"
2020-09-05 12:45:00,"1,471.2","1,772.4",132,0,301.2
2020-09-05 12:40:00,"1,408.8","1,928.4",132,0,520.8
2020-09-05 12:35:00,586.8,"2,436",132,0,"1,849.2"
2020-09-05 12:30:00,326.4,"2,920.8",132,0,"2,594.4"
2020-09-05 12:25:00,151.2,"6,690",132,0,"6,540"
2020-09-05 12:20:00,"1,735.2","7,324.8",132,0,"5,589.6"
2020-09-05 12:15:00,"2,938.8","2,440.8",132,498,0
2020-09-05 12:10:00,"2,338.8","1,514.4",132,824.4,0
2020-09-05 12:05:00,"3,260.4",750,132,"2,510.4",0
2020-09-05 12:00:00,"3,498",766.8,132,"2,732.4",0
2020-09-05 11:55:00,"1,951.2","3,582",132,0,"1,630.8"
2020-09-05 11:50:00,"1,833.6","3,930",132,0,"2,096.4"
2020-09-05 11:45:00,"2,048.4","3,468",132,0,"1,418.4"
2020-09-05 11:40:00,"2,164.8","2,569.2",132,0,404.4
2020-09-05 11:35:00,"1,984.8","3,925.2",132,0,"1,941.6"
2020-09-05 11:30:00,"3,132","5,570.4",132,0,"2,438.4"
2020-09-05 11:25:00,"3,518.4","3,726",132,0,207.6
2020-09-05 11:20:00,"3,891.6","1,146",132,"2,744.4",0
2020-09-05 11:15:00,"3,045.6","1,670.4",132,"1,375.2",0
