Date,Consumption [W],Solar [W],Always on [W],Import [W],Export [W]
2020-09-30 23:55:00,459.6,0,153,456,0
2020-09-30 23:50:00,508.8,0,153,505.2,0
2020-09-30 23:45:00,514.8,0,153,510,0
2020-09-30 23:40:00,480,0,153,476.4,0
2020-09-30 23:35:00,423.6,0,153,420,0
2020-09-30 23:30:00,566.4,0,153,562.8,0
2020-09-30 23:25:00,616.8,0,153,613.2,0
2020-09-30 23:20:00,626.4,0,153,621.6,0
2020-09-30 23:15:00,674.4,0,153,670.8,0
2020-09-30 23:10:00,704.4,0,153,700.8,0
2020-09-30 23:05:00,736.8,0,153,732,0
2020-09-30 23:00:00,775.2,0,153,770.4,0
2020-09-30 22:55:00,"1,587.6",0,153,"1,584",0
2020-09-30 22:50:00,"2,665.2",0,153,"2,661.6",0
2020-09-30 22:45:00,"2,640",0,153,"2,636.4",0
2020-09-30 22:40:00,"2,667.6",0,153,"2,662.8",0
2020-09-30 22:35:00,"2,670",0,153,"2,666.4",0
2020-09-30 22:30:00,"2,665.2",0,153,"2,661.6",0
2020-09-30 22:25:00,"2,684.4",0,153,"2,680.8",0
2020-09-30 22:20:00,"2,626.8",0,153,"2,622",0
2020-09-30 22:15:00,"2,646",0,153,"2,641.2",0
2020-09-30 22:10:00,"2,664",0,153,"2,659.2",0
2020-09-30 22:05:00,"2,748",0,153,"2,743.2",0
2020-09-30 22:00:00,"2,774.4",0,153,"2,769.6",0
2020-09-30 21:55:00,"2,767.2",0,153,"2,762.4",0
2020-09-30 21:50:00,"2,714.4",0,153,"2,709.6",0
2020-09-30 21:45:00,"2,713.2",0,153,"2,708.4",0
2020-09-30 21:40:00,"3,757.2",0,153,"3,752.4",0
2020-09-30 21:35:00,"3,258",0,153,"3,253.2",0
2020-09-30 21:30:00,"3,320.4",0,153,"3,316.8",0
2020-09-30 21:25:00,"2,656.8",0,153,"2,653.2",0
2020-09-30 21:20:00,"2,630.4",0,153,"2,625.6",0
2020-09-30 21:15:00,"2,630.4",0,153,"2,625.6",0
2020-09-30 21:10:00,"2,476.8",0,153,"2,472",0
2020-09-30 21:05:00,"1,458",0,153,"1,454.4",0
2020-09-30 21:00:00,"1,671.6",0,153,"1,666.8",0
2020-09-30 20:55:00,"2,467.2",0,153,"2,462.4",0
2020-09-30 20:50:00,"2,071.2",0,153,"2,066.4",0
2020-09-30 20:45:00,721.2,0,153,717.6,0
2020-09-30 20:40:00,754.8,0,153,750,0
2020-09-30 20:35:00,668.4,0,153,664.8,0
2020-09-30 20:30:00,824.4,0,153,820.8,0
2020-09-30 20:25:00,"1,297.2",0,153,"1,293.6",0
2020-09-30 20:20:00,"1,615.2",0,153,"1,611.6",0
2020-09-30 20:15:00,712.8,0,153,709.2,0
2020-09-30 20:10:00,721.2,0,153,716.4,0
2020-09-30 20:05:00,919.2,0,153,914.4,0
2020-09-30 20:00:00,"2,127.6",0,153,"2,122.8",0
2020-09-30 19:55:00,"2,450.4",0,153,"2,445.6",0
2020-09-30 19:50:00,769.2,0,153,765.6,0
2020-09-30 19:45:00,"1,972.8",0,153,"1,969.2",0
2020-09-30 19:40:00,"1,693.2",0,153,"1,689.6",0
2020-09-30 19:35:00,780,0,153,776.4,0
2020-09-30 19:30:00,"1,261.2",0,153,"1,256.4",0
2020-09-30 19:25:00,"1,071.6",0,153,"1,068",0
2020-09-30 19:20:00,769.2,0,153,764.4,0
2020-09-30 19:15:00,783.6,0,153,778.8,0
2020-09-30 19:10:00,"1,068",0,153,"1,063.2",0
2020-09-30 19:05:00,"2,022",0,153,"2,017.2",0
2020-09-30 19:00:00,"1,712.4",0,153,"1,708.8",0
2020-09-30 18:55:00,661.2,0,153,657.6,0
2020-09-30 18:50:00,"1,082.4",0,153,"1,077.6",0
2020-09-30 18:45:00,495.6,0,153,492,0
2020-09-30 18:40:00,"1,149.6",0,153,"1,144.8",0
2020-09-30 18:35:00,"3,092.4",0,153,"3,087.6",0
2020-09-30 18:30:00,"2,156.4",0,153,"2,151.6",0
2020-09-30 18:25:00,"1,220.4",15.6,153,"1,202.4",0
2020-09-30 18:20:00,"1,519.2",7.2,153,"1,506",0
2020-09-30 18:15:00,542.4,1.2,153,534,0
2020-09-30 18:10:00,537.6,13.2,153,518.4,0
2020-09-30 18:05:00,510,92.4,153,417.6,0
2020-09-30 18:00:00,536.4,120,153,416.4,0
2020-09-30 17:55:00,526.8,142.8,153,384,0
2020-09-30 17:50:00,967.2,115.2,153,850.8,0
2020-09-30 17:45:00,"2,175.6",129.6,153,"2,046",0
2020-09-30 17:40:00,"2,108.4",122.4,153,"1,986",0
2020-09-30 17:35:00,"1,206",153.6,153,"1,051.2",0
2020-09-30 17:30:00,"1,186.8",229.2,153,957.6,0
2020-09-30 17:25:00,624,264,153,360,0
2020-09-30 17:20:00,651.6,242.4,153,410.4,0
2020-09-30 17:15:00,651.6,219.6,153,430.8,0
2020-09-30 17:10:00,"1,216.8",201.6,153,"1,015.2",0
2020-09-30 17:05:00,"5,013.6",234,153,"4,779.6",0
2020-09-30 17:00:00,"5,521.2",266.4,153,"5,254.8",0
2020-09-30 16:55:00,"4,534.8",426,153,"4,107.6",0
2020-09-30 16:50:00,"2,096.4",508.8,153,"1,587.6",0
2020-09-30 16:45:00,"1,851.6",693.6,153,"1,158",0
2020-09-30 16:40:00,"1,323.6",884.4,153,439.2,0
2020-09-30 16:35:00,"3,248.4",903.6,153,"2,344.8",0
2020-09-30 16:30:00,"2,414.4",897.6,153,"1,516.8",0
2020-09-30 16:25:00,"2,560.8",734.4,153,"1,826.4",0
2020-09-30 16:20:00,"3,411.6",435.6,153,"2,976",0
2020-09-30 16:15:00,"2,424",421.2,153,"2,002.8",0
2020-09-30 16:10:00,"3,357.6",379.2,153,"2,978.4",0
2020-09-30 16:05:00,"6,667.2",526.8,153,"6,140.4",0
2020-09-30 16:00:00,"7,072.8",726,153,"6,345.6",0
2020-09-30 15:55:00,"2,898",984,153,"1,914",0
2020-09-30 15:50:00,"1,207.2","1,214.4",153,0,7.2
2020-09-30 15:45:00,"2,082","1,395.6",153,686.4,0
2020-09-30 15:40:00,"3,826.8","1,237.2",153,"2,589.6",0
2020-09-30 15:35:00,"3,952.8","1,579.2",153,"2,373.6",0
2020-09-30 15:30:00,"5,180.4","1,540.8",153,"3,639.6",0
2020-09-30 15:25:00,"3,068.4","1,646.4",153,"1,422",0
2020-09-30 15:20:00,487.2,"1,630.8",153,0,"1,144.8"
2020-09-30 15:15:00,765.6,"2,108.4",153,0,"1,342.8"
2020-09-30 15:10:00,"1,165.2","2,326.8",153,0,"1,160.4"
2020-09-30 15:05:00,"2,176.8","1,737.6",153,439.2,0
2020-09-30 15:00:00,"2,130","1,894.8",153,235.2,0
2020-09-30 14:55:00,"1,171.2","1,862.4",153,0,691.2
