Date,Consumption [W],Solar [W],Always on [W],Import [W],Export [W]
2020-09-12 13:50:00,112.8,"4,806",108,0,"4,693.2"
2020-09-12 13:45:00,114,"4,608",108,0,"4,494"
2020-09-12 13:40:00,206.4,"2,450.4",108,0,"2,244"
2020-09-12 13:35:00,190.8,"3,031.2",108,0,"2,840.4"
2020-09-12 13:30:00,177.6,"5,294.4",108,0,"5,116.8"
2020-09-12 13:25:00,357.6,"1,582.8",108,0,"1,225.2"
2020-09-12 13:20:00,481.2,678,108,0,196.8
2020-09-12 13:15:00,400.8,740.4,108,0,338.4
2020-09-12 13:10:00,399.6,276,108,123.6,0
2020-09-12 13:05:00,266.4,966,108,0,699.6
2020-09-12 13:00:00,230.4,"1,713.6",108,0,"1,483.2"
2020-09-12 12:55:00,187.2,"2,850",108,0,"2,662.8"
2020-09-12 12:50:00,"1,149.6","4,807.2",110,0,"3,657.6"
2020-09-12 12:45:00,"1,822.8","3,316.8",110,0,"1,495.2"
2020-09-12 12:40:00,213.6,"5,911.2",110,0,"5,697.6"
2020-09-12 12:35:00,178.8,"2,192.4",110,0,"2,013.6"
2020-09-12 12:30:00,237.6,"1,000.8",110,0,763.2
2020-09-12 12:25:00,217.2,"1,706.4",110,0,"1,489.2"
2020-09-12 12:20:00,229.2,"1,928.4",110,0,"1,700.4"
2020-09-12 12:15:00,208.8,"2,101.2",110,0,"1,892.4"
2020-09-12 12:10:00,136.8,"4,514.4",110,0,"4,377.6"
2020-09-12 12:05:00,110.4,"6,136.8",110,0,"6,026.4"
2020-09-12 12:00:00,159.6,"2,528.4",110,0,"2,367.6"
2020-09-12 11:55:00,141.6,"2,966.4",110,0,"2,823.6"
2020-09-12 11:50:00,148.8,"4,674",135,0,"4,525.2"
2020-09-12 11:45:00,171.6,"4,254",135,0,"4,081.2"
2020-09-12 11:40:00,244.8,"1,593.6",135,0,"1,348.8"
2020-09-12 11:35:00,301.2,836.4,135,0,536.4
2020-09-12 11:30:00,163.2,"2,671.2",135,0,"2,508"
2020-09-12 11:25:00,326.4,601.2,135,0,274.8
2020-09-12 11:20:00,342,480,135,0,138
2020-09-12 11:15:00,400.8,278.4,135,123.6,0
2020-09-12 11:10:00,438,214.8,135,223.2,0
2020-09-12 11:05:00,355.2,930,135,0,574.8
2020-09-12 11:00:00,248.4,"1,555.2",135,0,"1,306.8"
